STATION,DATE,REPORT_TYPE,BackupName,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,Sunrise,Sunset
72528014733,2019-10-15T23:59:00,SOD  ,WFO BUF,38,49,67,30.03,29.3,44,6.9,0,-2.4,16,61,36,200,21,0,0,0,200,15,,628,1733
72528014733,2019-10-16T23:59:00,SOD  ,WFO BUF,45,52,83,29.57,28.84,48,10.3,0,1,13,59,44,180,28,1.18,0,0,180,21,TS RA BR,629,1731
72528014733,2019-10-17T23:59:00,SOD  ,WFO BUF,40,45,85,29.63,28.84,42,15.2,0,-5.7,20,46,43,300,41,0.12,0,0,300,28,RA BR,631,1729
72528014733,2019-10-18T23:59:00,SOD  ,WFO BUF,36,43,78,30,29.21,40,7.6,0,-7.4,22,49,36,320,20,0,0,0,320,16,,632,1728
72528014733,2019-10-19T23:59:00,SOD  ,WFO BUF,40,46,74,30.07,29.26,44,4.1,0,-4,19,58,33,50,13,0,0,0,110,10,,633,1726
72528014733,2019-10-20T23:59:00,SOD  ,WFO BUF,49,53,64,30.11,29.15,54,4.6,0,3.3,12,66,40,250,13,0,0,0,230,10,,634,1725
72528014733,2019-10-21T23:59:00,SOD  ,WFO BUF,43,56,62,29.97,29.21,50,8.7,0,6.6,9,71,41,160,24,T,0,0,160,18,RA,635,1723
72528014733,2019-10-22T23:59:00,SOD  ,WFO BUF,53,57,80,29.79,29,56,11.7,0,7.9,8,62,51,260,39,0.5,0,0,270,29,RA BR,637,1722
72528014733,2019-10-23T23:59:00,SOD  ,WFO BUF,41,49,63,29.94,29.15,47,16,0,0.2,16,53,44,260,46,0.11,0,0,250,35,RA,638,1720
72528014733,2019-10-24T23:59:00,SOD  ,WFO BUF,40,50,65,30.13,29.39,46,10.4,0,1.5,15,56,43,250,29,T,0,0,250,23,RA,639,1719
72528014733,2019-10-25T23:59:00,SOD  ,WFO BUF,42,47,83,30.25,29.5,45,2.6,0,-1.1,18,51,42,120,11,0.02,0,0,120,9,RA,640,1717
72528014733,2019-10-26T23:59:00,SOD  ,WFO BUF,42,48,77,30.15,29.41,45,7.2,0,0.2,17,54,41,70,18,0.15,0,0,70,15,RA DZ,642,1716
72528014733,2019-10-27T23:59:00,SOD  ,WFO BUF,50,57,86,29.76,28.99,52,19.1,0,9.5,8,61,52,240,55,0.86,0,0,240,38,RA BR,643,1714
72528014733,2019-10-28T23:59:00,SOD  ,WFO BUF,46,55,78,30.1,29.33,50,5.5,0,7.8,10,64,45,250,16,0,0,0,260,13,,644,1713
72528014733,2019-10-29T23:59:00,SOD  ,WFO BUF,48,56,79,30.12,29.34,51,9.4,0,9.1,9,67,45,190,25,0,0,0,250,21,,645,1711
72528014733,2019-10-30T23:59:00,SOD  ,WFO BUF,49,52,92,30.13,29.39,50,7.1,0,5.4,13,56,48,30,17,0.09,0,0,40,14,RA BR,647,1710
72528014733,2019-10-31T23:59:00,SOD  ,WFO BUF,53,51,93,29.57,28.85,54,11.6,0,4.7,14,62,40,220,59,1.43,0,0,210,41,RA BR,648,1709
72528014733,2019-11-01T23:59:00,SOD  ,WFO BUF,,37,,,29.22,,16.7,0,-9,28,40,34,220,58,0.02,0,T,260,43,RA SN,649,1707
72528014733,2019-11-02T23:59:00,SOD  ,WFO BUF,,39,,,29.3,,11.7,0,-6.7,26,45,33,200,30,0.17,0,T,200,23,RA DZ SN BR,650,1706
72528014733,2019-11-03T23:59:00,SOD  ,WFO BUF,,37,,,29.34,,12.1,0,-8.4,28,41,33,280,32,0,0,0,280,23,,652,1705
72528014733,2019-11-04T23:59:00,SOD  ,WFO BUF,,45,,,29.31,,16.1,0,-0.1,20,55,34,210,44,0.01,0,0,220,31,RA,653,1704
72528014733,2019-11-05T23:59:00,SOD  ,WFO BUF,,43,,,29.33,,12.2,0,-1.8,22,49,37,180,29,0.24,0,0,190,23,RA BR,654,1702
72528014733,2019-11-06T23:59:00,SOD  ,WFO BUF,,39,,,29.53,,10.3,0,-5.5,26,46,31,250,29,T,0,0,230,23,,655,1701
72528014733,2019-11-07T23:59:00,SOD  ,WFO BUF,,39,,,29.4,,7.5,0,-5.1,26,47,30,350,21,0.1,0,0.6,350,16,RA SN BR,657,1700
72528014733,2019-11-08T23:59:00,SOD  ,WFO BUF,,28,,,29.49,,6.6,0,-15.8,37,32,24,310,18,T,0,T,320,14,SN,658,1659
72528014733,2019-11-09T23:59:00,SOD  ,WFO BUF,,33,,,29.34,,13.5,0,-10.5,32,39,26,210,31,0.02,T,0.2,210,25,SN BR,659,1658
72528014733,2019-11-10T23:59:00,SOD  ,WFO BUF,,41,,,29.19,,11.6,0,-2.2,24,46,35,250,34,0.06,0,0,250,24,RA,701,1657
72528014733,2019-11-11T23:59:00,SOD  ,WFO BUF,,31,,,29.32,,12.5,0,-11.8,34,36,25,050s,27s,0.81,T,8.7,50,22,RA SN FG FZFG BR,702,1656
72528014733,2019-11-12T23:59:00,SOD  ,WFO BUF,,21,,,29.31,,10.3,0,-21.5,44,25,16,340,26,0.21,10,2.9,320,20,SN BR,703,1655
72528014733,2019-11-13T23:59:00,SOD  ,WFO BUF,,21,,,29.54,,5.1,0,-21.1,44,27,14,280,19,T,8,0.1,260,14,SN,704,1654
72528014733,2019-11-14T23:59:00,SOD  ,WFO BUF,,30,,,29.4,,9.3,0,-11.8,35,34,25,190,29,0.03,7,0.1,200,25,SN BR,706,1653
72528014733,2019-11-15T23:59:00,SOD  ,WFO BUF,,33,,,29.46,,11.9,0,-8.4,32,36,30,270,26,0,6,0,260,21,,707,1652
72528014733,2019-11-16T23:59:00,SOD  ,WFO BUF,,24s,,,29.7,,10.3,0s,-17.1s,41s,29s,19,60,23,0,4,0,60,18,,708,1651
72528014733,2019-11-17T23:59:00,SOD  ,WFO BUF,,31,,,29.39,,7.1,0,-9.7,34,43,19,150,16,0,4,0,140,13,,709,1650
72528014733,2019-11-18T23:59:00,SOD  ,WFO BUF,,35,,,29.05,,4.6,0,-5.3,30,41,29,150,14,0,2,0,150,10,,711,1649
72528014733,2019-11-19T23:59:00,SOD  ,WFO BUF,,38,,,29.05,,2.9,0,-2,27,43,32,70,9,T,1,0,70,7,RA,712,1648
72528014733,2019-11-20T23:59:00,SOD  ,WFO BUF,,39,,,29.31,,4.5,0,-0.6,26,44,34,230,12,0,T,0,230,9,BR HZ,713,1648
72528014733,2019-11-21T23:59:00,SOD  ,WFO BUF,,41,,,29.28,,10,0,1.8,24,51,31,210,38,0.03,0,0,210,30,RA,714,1647
72528014733,2019-11-22T23:59:00,SOD  ,WFO BUF,,41,,,29.09,,17.2,0,2.2,24,51,30,240,44,0.01,0,T,230,31,RA BR,716,1646
72528014733,2019-11-23T23:59:00,SOD  ,WFO BUF,,36,,,29.12,,6.8,0,-2.5,29,42,29,250,22,0,0,0,200,17,,717,1645
72528014733,2019-11-24T23:59:00,SOD  ,WFO BUF,,40,,,28.79,,12.7,0,1.9,25,45,34,250,35,0,0,0,240,28,,718,1645
72528014733,2019-11-25T23:59:00,SOD  ,WFO BUF,,45,,,28.95,,10.4,0,7.3,20,49,41,250,30,T,0,0,240,22,RA,719,1644
72528014733,2019-11-26T23:59:00,SOD  ,WFO BUF,,47,,,29.1,,10.6,0,9.7,18,51,42,230,29,0,0,0,230,22,,720,1644
72528014733,2019-11-27T23:59:00,SOD  ,WFO BUF,,51,,,28.9,,19,0,14.1,14,62,39,250,59,0.21,0,0,250,44,RA,722,1643
72528014733,2019-11-28T23:59:00,SOD  ,WFO BUF,,36,,,29.32,,15.1,0,-0.5,29,42,30,310,36,0.05,0,T,310,28,RA,723,1643
72528014733,2019-11-29T23:59:00,SOD  ,WFO BUF,,30,,,29.58,,4.5,0,-6.1,35,31,28,340,13,0,0,0,350,12,,724,1642
72528014733,2019-11-30T23:59:00,SOD  ,WFO BUF,,30,,,29.34,,10.3,0,-5.7,35,34,26,60,24,0,0,0,70,18,,725,1642
72528014733,2019-12-01T23:59:00,SOD  ,WFO BUF,26,30,82,29.63,28.84,29,12.6,0,-5.4,35,34,25,70,29,0.76,0,T,70,24,RA FZRA BR,726,1642
72528014733,2019-12-02T23:59:00,SOD  ,WFO BUF,28,32,88,29.74,28.93,30,8.9,0,-3,33,34,29,30,20,0.28,T,1.5,20,16,RA SN BR,727,1641
72528014733,2019-12-03T23:59:00,SOD  ,WFO BUF,24,29,79,29.84,28.92,28,8.3,0,-5.6,36,35,22,210,23,0.16,1,1.1,210,18,SN BR,728,1641
72528014733,2019-12-04T23:59:00,SOD  ,WFO BUF,29,34,67,29.88,28.71,36,9.8,0,-0.2,31,36,32,230,26,1.13,4,4.5,240,18,RA SN FG BR DZ PL,729,1641
72528014733,2019-12-05T23:59:00,SOD  ,WFO BUF,25,33,73,29.9,29.1,30,12,0,-0.8,32,34,31,290,29,0.05,4,0.8,290,23,SN BR,730,1641
72528014733,2019-12-06T23:59:00,SOD  ,WFO BUF,27,34,78,30.05,29.24,31,8.5,0,0.5,31,39,29,270,25,0.15,4,T,310,18,RA SN BR,731,1641
72528014733,2019-12-07T23:59:00,SOD  ,WFO BUF,20,28,72,30.4,29.59,25,6,0,-5.1,37,32,23,290,14,T,3,T,290,12,SN,732,1640
72528014733,2019-12-08T23:59:00,SOD  ,WFO BUF,24,35,60,30.14,29.36,32,14.7,0,2.3,30,46,23,190,32,0,3,0,200,25,,733,1640
72528014733,2019-12-09T23:59:00,SOD  ,WFO BUF,39,48,76,29.69,28.9,44,13.4,0,15.6,17,54,41,180,33,0.25,1,0,230,24,RA BR,734,1640
72528014733,2019-12-10T23:59:00,SOD  ,WFO BUF,28,40,70,29.86,29.05,34,14.8,0,8,25,53,27,240,42,T,0,T,240,30,RA SN,735,1640
72528014733,2019-12-11T23:59:00,SOD  ,WFO BUF,13,23,65,30.3,29.47,21,13.3,0,-8.7,42,28,18,220,42,0.16,T,3.2,270,31,SN FZFG BR BLSN FG,736,1640
72528014733,2019-12-12T23:59:00,SOD  ,WFO BUF,12,23,60,30.53,29.74,21,6,0,-8.4,42,33,13,180,17,0,1,0,180,15,,737,1641
72528014733,2019-12-13T23:59:00,SOD  ,WFO BUF,21,35,58,30.14,29.32,30,8.5,0,4,30,44,26,160,19,T,1,0,170,16,,737,1641
72528014733,2019-12-14T23:59:00,SOD  ,WFO BUF,33,37,90,29.53,28.77,35,10.8,0,6.3,28,40,33,260,27,0.78,0,1.2,260,21,RA SN FG BR,738,1641
72528014733,2019-12-15T23:59:00,SOD  ,WFO BUF,22,30,68,29.95,29.06,28,14.8,0,-0.4,35,36,24,280,36,T,1,0.1,280,26,SN,739,1641
72528014733,2019-12-16T23:59:00,SOD  ,WFO BUF,20,31,67,30.21,29.4,27,4.1,0,0.9,34,37,25,160,11,0,T,0,150,8,,740,1641
72528014733,2019-12-17T23:59:00,SOD  ,WFO BUF,24,30,80,29.9,29.13,28,8.2,0,0.2,35,32,27,290,23,0.09,T,1.6,280,17,SN BR,740,1642
72528014733,2019-12-18T23:59:00,SOD  ,WFO BUF,10,22,61,29.97,29.14,19,16.6,0,-7.5,43,31,12,310,39,0.01,1,0.3,300,29,SN BLSN,741,1642
72528014733,2019-12-19T23:59:00,SOD  ,WFO BUF,10,17,73,30.4,29.57,15,5.1,0,-12.2,48,24,10,270,24,0.01,1,1,260,18,SN HZ,742,1642
72528014733,2019-12-20T23:59:00,SOD  ,WFO BUF,14,20,75,30.6,29.79,18,6.4,0,-8.9,45,25,14,70,16,T,2,0.2,70,13,SN,742,1643
72528014733,2019-12-21T23:59:00,SOD  ,WFO BUF,20,28,68,30.41,29.65,26,6.7,0,-0.7,37,39,17,210,16,0,1,0,210,14,,743,1643
72528014733,2019-12-22T23:59:00,SOD  ,WFO BUF,29,40,65,30.22,29.45,35,14.6,0,11.6,25,44,35,240,33,0,1,0,230,25,,743,1644
72528014733,2019-12-23T23:59:00,SOD  ,WFO BUF,33,43,69,30.05,29.28,39,15,0,14.8,22,49,36,240,38,0,0,0,230,30,,744,1644
72528014733,2019-12-24T23:59:00,SOD  ,WFO BUF,27,34,76,30.18,29.39,31,8.5,0,6.1,31,38,30,70,20,0,0,0,100,16,,744,1645
72528014733,2019-12-25T23:59:00,SOD  ,WFO BUF,30,39,77,30.07,29.28,34,7.4,0,11.3,26,50,28,200,19,0,0,0,210,14,FG BR,745,1646
72528014733,2019-12-26T23:59:00,SOD  ,WFO BUF,37,45,82,30.11,29.33,40,5.4,0,17.5,20,57,32,190,19,T,0,0,190,16,FG BR RA,745,1646
72528014733,2019-12-27T23:59:00,SOD  ,WFO BUF,44,48,84,30.1,29.31,46,12.4,0,20.7,17,57,39,250,32,0.04,0,0,240,22,RA BR HZ,745,1647
72528014733,2019-12-28T23:59:00,SOD  ,WFO BUF,30,36,76,30.27,29.47,34,7.7,0,8.9,29,39,32,260,22,0,0,0,240,16,BR,745,1648
72528014733,2019-12-29T23:59:00,SOD  ,WFO BUF,34,36,86,29.98,29.24,36,9.6,0,9.1,29,41,31,40,18,0.44,0,0,40,14,RA BR,746,1648
72528014733,2019-12-30T23:59:00,SOD  ,WFO BUF,38,46,82,29.59,28.84,40,14.6,0,19.3,19,55,36,250,50,0.95,0,0,250,33,RA BR,746,1649
72528014733,2019-12-31T23:59:00,SOD  ,WFO BUF,27,35,75,29.59,28.82,32,15.6,0,8.5,30,38,31,240,40,0.11,0,0.6,230,30,,746,1650
72528014733,2020-01-01T23:59:00,SOD  ,WFO BUF,22,32,69,29.74,28.98,28,14.9,0,5.8,33,35,29,230,34,T,T,T,250,25,SN,746,1651
72528014733,2020-01-02T23:59:00,SOD  ,WFO BUF,27,39,57,29.73,28.96,36,14.4,0,13,26,47,31,210,30,0,T,0,210,23,,746,1652
72528014733,2020-01-03T23:59:00,SOD  ,WFO BUF,38,44,79,29.76,28.97,42,7.5,0,18.1,21,47,40,210,23,T,0,0,210,16,RA BR,746,1653
72528014733,2020-01-04T23:59:00,SOD  ,WFO BUF,29,36,82,29.77,28.99,33,8.8,0,10.3,29,40,32,270,26,0.2,T,0.7,280,18,RA SN BR,746,1654
72528014733,2020-01-05T23:59:00,SOD  ,WFO BUF,26,32,78,29.94,29.16,30,11.5,0,6.4,33,34,30,260,25,0.26,T,3.2,270,18,SN BR,746,1655
72528014733,2020-01-06T23:59:00,SOD  ,WFO BUF,27,35,70,29.89,29.08,32,18.2,0,9.5,30,38,31,240,45,T,3,T,240,35,SN BR,746,1656
72528014733,2020-01-07T23:59:00,SOD  ,WFO BUF,25,33,70,29.94,29.17,30,8.1,0,7.7,32,37,29,260,32,T,T,0.1,240,25,SN BR,746,1657
72528014733,2020-01-08T23:59:00,SOD  ,WFO BUF,17,28,67,30.12,29.26,23,15.4,0,2.8,37,35,20,290,34,0.02,T,1,280,25,SN BR BLSN,746,1658
72528014733,2020-01-09T23:59:00,SOD  ,WFO BUF,11,30,53,30.5,29.73,22,9.1,0,4.9,35,44,16,200,36,T,1,T,190,25,SN,746,1659
72528014733,2020-01-10T23:59:00,SOD  ,WFO BUF,39,46,80,30.23,29.45,43,13.4,0,21,19,51,41,200,34,0.3,0,0,200,25,RA DZ BR,745,1700
72528014733,2020-01-11T23:59:00,SOD  ,WFO BUF,47,54,82,29.84,29.12,50,15.9,0,29.1,11,67,40,190,49,0.49,0,0,190,37,RA BR,745,1701
72528014733,2020-01-12T23:59:00,SOD  ,WFO BUF,28,40,78,30.14,29.27,31,13.8,0,15.1,25,50,29,260,69,0.07,0,T,250,52,TS RA BR SN,745,1702
72528014733,2020-01-13T23:59:00,SOD  ,WFO BUF,31,36,81,30.33,29.54,34,6.9,0,11.2,29,41,30,270,22,T,0,0,260,16,RA,744,1703
72528014733,2020-01-14T23:59:00,SOD  ,WFO BUF,33,42,76,30.15,29.39,37,10.9,0,17.3,23,51,33,250,32,0,0,0,240,26,,744,1705
72528014733,2020-01-15T23:59:00,SOD  ,WFO BUF,28,39,67,30.11,29.35,34,8.4,0,14.4,26,42,36,260,24,T,0,0,260,18,,744,1706
72528014733,2020-01-16T23:59:00,SOD  ,WFO BUF,24,30,73,30.2,29.34,29,15.4,0,5.4,35,39,20,330,36,0.08,0,0.8,320,26,RA SN FG BR PL,743,1707
72528014733,2020-01-17T23:59:00,SOD  ,WFO BUF,7,17,65,30.78,29.95,14,6.9,0,-7.5,48,20,14,330,30,T,T,T,340,22,SN,742,1708
72528014733,2020-01-18T23:59:00,SOD  ,WFO BUF,21,29,76,29.99,29.12,26,14.9,0,4.5,36,41,16,250,51,0.53,T,3.6,240,36,RA DZ FZRA SN FZFG BR FG,742,1709
72528014733,2020-01-19T23:59:00,SOD  ,WFO BUF,20,26,79,29.92,29.07,24,15,0,1.5,39,35,16,230,39,0.05,T,2.3,240,30,SN BR BLSN,741,1711
72528014733,2020-01-20T23:59:00,SOD  ,WFO BUF,7,17,67,30.45,29.62,14,6.9,0,-7.4,48,22,11,260,16,T,3,T,320,13,SN BR,741,1712
72528014733,2020-01-21T23:59:00,SOD  ,WFO BUF,17,24,72,30.48,29.68,23,11.4,0,-0.4,41,30,18,250,31,T,3,0.2,240,24,SN,740,1713
72528014733,2020-01-22T23:59:00,SOD  ,WFO BUF,16,27,64,30.37,29.57,24,12.8,0,2.6,38,32,22,220,28,0,3,0,220,22,,739,1714
72528014733,2020-01-23T23:59:00,SOD  ,WFO BUF,13,33,44,30.29,29.49,26,3.7,0,8.6,32,43,22,50,11,0,2,0,50,10,,739,1716
72528014733,2020-01-24T23:59:00,SOD  ,WFO BUF,27,41,58,30.14,29.38,35,7.6,0,16.6,24,50,32,120,25,0.17,2,0,110,18,RA,738,1717
72528014733,2020-01-25T23:59:00,SOD  ,WFO BUF,33,40,81,29.86,29.11,37,11,0,15.6,25,44,35,120,30,0.23,T,T,120,23,RA,737,1718
72528014733,2020-01-26T23:59:00,SOD  ,WFO BUF,32,35,89,29.74,28.97,33,17.5,0,10.6,30,36,33,230,38,0.29,T,1.1,240,28,RA SN BR,736,1720
72528014733,2020-01-27T23:59:00,SOD  ,WFO BUF,29,34,82,29.77,28.97,32,10.7,0,9.6,31,35,32,240,26,0.03,T,0.2,250,18,DZ SN BR,735,1721
72528014733,2020-01-28T23:59:00,SOD  ,WFO BUF,25,33,74,29.96,29.16,30,9.4,0,8.6,32,34,31,260,19,T,T,T,260,15,DZ SN,734,1722
72528014733,2020-01-29T23:59:00,SOD  ,WFO BUF,19,26,76,30.21,29.39,24,5.5,0,1.6,39,31,20,350,19,T,T,T,360,15,SN,733,1724
72528014733,2020-01-30T23:59:00,SOD  ,WFO BUF,,25,,,29.47,,5,0,0.5,40,32,17,90,13,0,T,0,100,10,,732,1725
72528014733,2020-01-31T23:59:00,SOD  ,WFO BUF,,30,,,29.44,,1.8,0,5.5,35,34,26,220,9,T,T,T,60,7,SN,731,1726
72528014733,2020-02-01T23:59:00,SOD  ,WFO BUF,25,32,79,29.91,29.18,29,4.4,0,7.4,33,33,30,190,12,0.08,0,0.9,200,9,SN BR,730,1728
72528014733,2020-02-02T23:59:00,SOD  ,WFO BUF,31,34,89,29.52,28.76,33,9.1,0,9.4,31,36,31,210,20,0.26,1,1.4,250,15,RA DZ SN FG BR,729,1729
72528014733,2020-02-03T23:59:00,SOD  ,WFO BUF,32,41,75,29.8,29,36,10.5,0,16.3,24,45,36,240,25,T,T,0,250,20,DZ BR,728,1730
72528014733,2020-02-04T23:59:00,SOD  ,WFO BUF,28,34,75,29.87,29.07,32,7.3,0,9.2,31,37,31,310,21,0,0,0,310,15,,727,1732
72528014733,2020-02-05T23:59:00,SOD  ,WFO BUF,17,28,67,30.09,29.31,24,9.8,0,3.2,37,31,25,330,22,0.07,0,1,340,17,SN BR,726,1733
72528014733,2020-02-06T23:59:00,SOD  ,WFO BUF,24,27,89,29.56,28.83,26,12.3,0,2.1,38,30,24,50,23,0.31,4,2.7,40,21,FZRA FZDZ SN PL FZFG BR RA FG,725,1734
72528014733,2020-02-07T23:59:00,SOD  ,WFO BUF,19,23,80,29.48,28.65,23,11.4,0,-2,42,26,20,330,24,0.18,3,2.8,290,18,FZDZ SN PL BR,723,1736
72528014733,2020-02-08T23:59:00,SOD  ,WFO BUF,12,18,77,30.17,29.32,17,6.3,0,-7.1,47,22,14,260,15,T,5,T,260,13,SN,722,1737
72528014733,2020-02-09T23:59:00,SOD  ,WFO BUF,25,28,81,30.31,29.54,28,7.9,0,2.8,37,36,19,190,28,0.13,6,2.5,200,21,RA SN BR,721,1738
72528014733,2020-02-10T23:59:00,SOD  ,WFO BUF,31,35,81,30.03,29.24,34,8,0,9.6,30,39,31,210,29,0.13,3,T,200,23,RA DZ BR,720,1740
72528014733,2020-02-11T23:59:00,SOD  ,WFO BUF,27,34,77,29.99,29.21,31,11,0,8.5,31,35,32,230,30,T,2,T,240,24,SN BR,718,1741
72528014733,2020-02-12T23:59:00,SOD  ,WFO BUF,23,32,70,30.06,29.29,28,8.9,0,6.4,33,36,27,210,28,0.04,2,0.3,220,22,SN BR,717,1742
72528014733,2020-02-13T23:59:00,SOD  ,WFO BUF,25,24,85,29.83,29.03,27,9.6,0,-1.8,41,33,15,340,22,0.22,3,2.7,340,18,SN BR,716,1744
72528014733,2020-02-14T23:59:00,SOD  ,WFO BUF,0,9,63,30.48,29.62,7,7.3,0,-16.9,56,15,2,330,22,T,5,0.2,340,18,SN,714,1745
72528014733,2020-02-15T23:59:00,SOD  ,WFO BUF,8,21,56,30.33,29.57,18,13.6,0,-5.1,44,37,5,240,44,T,5,T,230,33,SN,713,1746
72528014733,2020-02-16T23:59:00,SOD  ,WFO BUF,28,34,78,30.06,29.27,31,14.3,0,7.8,31,36,31,240,42,T,4,0.1,240,31,SN,711,1747
72528014733,2020-02-17T23:59:00,SOD  ,WFO BUF,21,32,67,30.25,29.45,27,7.4,0,5.6,33,36,28,70,18,0,3,0,70,14,,710,1749
72528014733,2020-02-18T23:59:00,SOD  ,WFO BUF,32,38,79,29.99,29.21,35,15.6,0,11.4,27,44,31,240,40,0.2,2,0.5,240,30,RA SN BR,709,1750
72528014733,2020-02-19T23:59:00,SOD  ,WFO BUF,16,28,59,30.36,29.53,25,13.9,0,1.2,37,34,22,280,33,T,T,T,250,23,SN,707,1751
72528014733,2020-02-20T23:59:00,SOD  ,WFO BUF,9,22,58,30.51,29.7,18,9.7,0,-5,43,26,18,320,22,T,T,T,300,17,SN,706,1753
72528014733,2020-02-21T23:59:00,SOD  ,WFO BUF,12,25,56,30.43,29.66,22,17.8,0,-2.2,40,32,17,230,42,0,T,0,230,31,,704,1754
72528014733,2020-02-22T23:59:00,SOD  ,WFO BUF,22,35,61,30.2,29.42,30,19.3,0,7.6,30,39,31,240,44,0,T,0,230,32,,703,1755
72528014733,2020-02-23T23:59:00,SOD  ,WFO BUF,19,39,43,30.04,29.27,33,11.8,0,11.4,26,47,30,240,34,0,0,0,240,25,,701,1757
72528014733,2020-02-24T23:59:00,SOD  ,WFO BUF,28,42,58,29.92,29.15,37,10.8,0,14.1,23,47,37,220,29,0,0,0,240,22,,659,1758
72528014733,2020-02-25T23:59:00,SOD  ,WFO BUF,32,38,86,29.92,29.15,35,10,0,9.9,27,40,35,40,21,0.06,0,T,60,16,RA DZ SN BR,658,1759
72528014733,2020-02-26T23:59:00,SOD  ,WFO BUF,31,35,88,29.79,29.06,33,9.9,0,6.7,30,36,33,60,20,0.56,T,0.5,60,17,RA DZ SN BR,656,1800
72528014733,2020-02-27T23:59:00,SOD  ,WFO BUF,16,28,70,29.63,28.83,22,24.6,0,-0.6,37,33,23,250,50,0.18,2,3.2,260,36,SN BR BLSN,655,1802
72528014733,2020-02-28T23:59:00,SOD  ,WFO BUF,12,23,61,29.77,28.97,20,22.7,0,-5.8,42,25,21,260,46,T,3,T,250,33,SN,653,1803
72528014733,2020-02-29T23:59:00,SOD  ,WFO BUF,12,19,70,29.99,29.15,17,11,0,-10,46,24,14,260,27,0.08,4,1.8,260,22,SN BR,651,1804
72528014733,2020-03-01T23:59:00,SOD  ,WFO BUF,18,28,63,30.08,29.31,26,7.9,0,-1.1,37,42,13,190,23,0,4,0,190,20,,650,1805
72528014733,2020-03-02T23:59:00,SOD  ,WFO BUF,37,45,77,29.71,28.97,42,14,0,15.6,20,49,40,200,29,0.45,1,0,210,21,RA DZ FG BR,648,1807
